team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Liverpool,27,27.7,62.7,38,418,"3,420",38.0,94,71,165,87,7,8,50,1,88.7,82.7,63.5,146.2,885,2243,2.47,1.87,4.34,2.29,4.16,2.33,1.67,4.00,2.18,3.85,27,38.0,50,1,0,363,286,63,897,340,320,5,0,1,2265,571,467,55.0
Manchester City,26,27.0,67.9,38,418,"3,420",38.0,96,63,159,89,7,9,42,1,88.7,81.4,65.5,146.9,1145,2421,2.53,1.66,4.18,2.34,4.00,2.33,1.72,4.06,2.14,3.87,26,38.0,42,1,0,321,330,66,869,279,284,7,1,0,1967,482,397,54.8
Manchester Utd,29,27.2,52.7,38,418,"3,420",38.0,56,46,102,53,3,5,77,2,55.8,51.9,42.5,94.3,784,1568,1.47,1.21,2.68,1.39,2.61,1.47,1.12,2.59,1.36,2.48,29,38.0,77,2,1,396,320,88,659,340,358,3,5,3,2071,555,443,55.6
Newcastle Utd,29,27.5,40.4,38,418,"3,420",38.0,41,23,64,38,3,3,81,2,38.1,35.9,25.8,61.7,544,923,1.08,0.61,1.68,1.00,1.61,1.00,0.68,1.68,0.94,1.62,29,38.0,81,2,1,392,366,71,592,360,383,1,6,2,1835,677,619,52.2
Norwich City,28,26.2,42.9,38,418,"3,420",38.0,21,16,37,18,3,3,57,1,32.3,30.0,24.3,54.3,566,1031,0.55,0.42,0.97,0.47,0.89,0.85,0.64,1.49,0.79,1.43,28,38.0,57,1,1,356,431,55,568,381,368,2,12,2,1887,493,598,45.2
Southampton,25,25.7,47.7,38,418,"3,420",38.0,41,26,67,37,4,4,65,2,44.8,41.6,32.5,74.1,728,1326,1.08,0.68,1.76,0.97,1.66,1.18,0.85,2.03,1.10,1.95,25,38.0,65,2,1,402,363,42,711,446,340,4,2,2,2224,672,726,48.1
Tottenham,25,26.5,51.8,38,418,"3,420",38.0,63,50,113,58,5,5,69,1,61.2,57.3,47.0,104.4,791,1459,1.66,1.32,2.97,1.53,2.84,1.61,1.24,2.85,1.51,2.75,25,38.0,69,1,1,386,406,62,632,355,349,3,2,1,1893,560,500,52.8
Watford,30,28.4,40.7,38,418,"3,420",38.0,33,26,59,32,1,2,63,3,40.0,38.4,32.5,70.9,557,1070,0.87,0.68,1.55,0.84,1.53,1.05,0.86,1.91,1.01,1.87,30,38.0,63,3,3,442,352,53,610,444,356,2,7,3,2154,711,749,48.7
West Ham,25,28.2,47.9,38,418,"3,420",38.0,58,46,104,54,4,6,52,3,51.4,46.8,37.4,84.2,646,1449,1.53,1.21,2.74,1.42,2.63,1.35,0.99,2.34,1.23,2.22,25,38.0,52,3,2,323,276,59,802,374,301,3,6,2,1970,639,628,50.4
Wolves,26,27.3,49.5,38,418,"3,420",38.0,35,22,57,34,1,1,62,2,37.5,36.8,26.4,63.2,723,1283,0.92,0.58,1.50,0.89,1.47,0.99,0.69,1.68,0.97,1.66,26,38.0,62,2,2,366,335,61,587,389,377,1,10,1,2104,461,490,48.5
